1,9484.883240869316
2,7686.617409830421
3,7772.160713157075
4,7954.349675345389
5,7567.217153302594
6,7984.402687888696
7,7477.700620575018
8,7987.956043076996
9,8108.475984938297
10,7859.058358691188
11,7999.363879492086
12,7902.65346489351
13,7971.042092880931
14,9607.439295598893
15,7347.262963682224
16,9235.210290950476
17,9127.527451524771
18,6970.609761316321
19,10477.901156574586
20,7921.638591644903
21,7801.878256309848
22,7967.657050310792
23,7859.530399308526
24,7970.404884004371
25,7872.275973134254
26,7943.823820403655
27,7890.549971068711
28,7739.921244900789
29,8539.442604043441
30,9030.050669737459
31,8278.26581142515
32,7798.597922302067
33,7903.951442703267
34,8008.137416216585
35,7927.997123418249
36,7756.5808733599615
37,7902.154460563626
38,8014.563546534235
39,7979.978136642648
40,7976.289892433288
41,7921.804980458927
42,8142.168242247236
43,8047.1400747008765
44,7872.620575234563
45,7953.061487160474
46,7996.242464234803
47,7978.262908735664
48,8021.107446865076
49,8090.76801520554
50,7838.173733285217
