1,7751.18355974427
2,7856.52689514333
3,8474.136365226563
4,9424.64764772173
5,11557.180103055134
6,12000.612274257524
7,13393.609555380906
8,11385.577187829285
9,13640.964289474248
10,11130.28049411402
11,10757.775206377552
12,13251.732846919598
13,9686.799577401878
14,12128.761473457049
15,11875.869738626716
16,11222.518607394599
17,9884.666798604982
18,12914.982371554124
19,9385.700503830214
20,8785.823862899275
21,13490.165929567025
22,13791.22913937395
23,12452.478813979562
24,10655.576489103058
25,10909.93986422159
26,11339.14932209969
27,11057.069753208769
28,12710.593375628667
29,9266.234002423837
30,7484.455229970875
31,7953.40229057989
32,7456.168497264746
33,7573.9516142642515
34,7827.213017665188
35,7341.814377933623
36,7762.059579140241
37,7986.658730459562
38,7863.0258353310355
39,7233.098597612825
40,8535.87161877832
41,7881.098100570868
42,7623.100911482143
43,7714.85533079163
44,7794.422315428665
45,9289.63326294551
46,7893.633178761511
47,7929.372808206122
48,7949.341863821575
49,7909.2622500129655
50,7924.899611176453
