1,7713.563443091808
2,8569.53684371321
3,8101.17196482885
4,7680.684676596649
5,7723.873966523751
6,7942.161787385252
7,7782.480101637835
8,7945.386320427398
9,7489.934396844731
10,7799.675570151455
11,7664.082654176282
12,7305.816016190958
13,7799.88927138377
14,7315.950472550478
15,7836.902929970056
16,7746.366358541738
17,7691.647375336767
18,7674.260814026842
19,7781.3735347692345
20,7726.267266299835
21,7864.879750545925
22,7542.173525510644
23,7234.485582897849
24,7609.660317244164
25,7745.936738614615
26,7830.070442633339
27,7843.237560112072
28,7361.746131255465
29,7838.164384191997
30,7831.6436503663535
31,7777.004060775596
32,7637.7902519592435
33,7865.188298169382
34,7723.141428499904
35,7794.637933209025
36,7814.483873073201
37,7698.494834828921
38,7661.333421232797
39,9637.086573767503
40,7134.597435341855
41,7808.082190069001
42,7898.59656391303
43,7765.302882052081
44,7733.27009217313
45,7798.363936011956
46,7936.703258680034
47,7707.115250467908
48,10340.048531493512
49,7529.337656025265
50,7700.625546819262
