1,7821.224671330027
2,7914.221980914783
3,7385.807802276995
4,7760.98902062306
5,7808.912038287723
6,7758.487429758093
7,7788.48391296799
8,7803.73377253874
9,6837.69929950634
10,6895.086367542581
11,7716.572793064942
12,7932.211145296498
13,7922.721509425121
14,8038.820458978084
15,8061.737991376534
16,7993.631276584664
17,7944.792636404689
18,8124.14190831742
19,7839.859855318958
20,7742.091573158956
21,8479.253297109704
22,7929.284858019185
23,8064.531379115933
24,7973.1820822061145
25,7951.704103430924
26,7843.1998677413985
27,7963.684602850316
28,7941.822419947311
29,7888.198926631159
30,7913.502375766265
31,7908.274271448741
32,7982.810350356929
33,7887.150457187339
34,7924.600467100946
35,7870.258363747755
36,7887.2436269930895
37,7965.831048144547
38,7993.802464664737
39,7957.572719392123
40,8273.189346901854
41,7989.498397701336
42,7858.105754811219
43,7919.4662341545145
44,7959.259123919951
45,8069.8668585500845
46,7963.3190778310445
47,7885.809258819938
48,7934.4450333970535
49,7939.445236800358
50,7978.612557237562
