1,6563.51987062345
2,8043.791465155489
3,9637.710966411772
4,9699.499750393852
5,9198.704738520228
6,11666.578234150951
7,12454.230313104847
8,12624.894710728942
9,9330.380793304774
10,9852.856054598231
11,12919.478299358034
12,11585.664851722911
13,9251.230996463102
14,8160.383664978936
15,10795.651403527512
16,7655.5977026221835
17,8361.063422627998
18,8077.896596016486
19,8090.671156161733
20,9440.284635862157
21,13692.507063040523
22,9876.704046785188
23,11626.214262533886
24,13454.336473202738
25,11748.42986610851
26,13016.091168593759
27,12786.83844770736
28,12830.757918510239
29,9680.63448553992
30,9000.444237784817
31,9608.94103095044
32,10995.366862722409
33,9233.038475558093
34,9748.390725067698
35,11437.214658011042
36,8683.570537136693
37,12564.709001052806
38,12149.101089485852
39,11780.067578568462
40,12091.329050378328
41,11874.786909958619
42,11302.741333510472
43,9494.16951345541
44,13864.333478211314
45,13290.73593266589
46,11340.925496426556
47,13076.174495223733
48,9584.680564404169
49,13245.260821839876
50,7838.318487111625
