1,7806.2285313223965
2,13682.51433855389
3,13563.284576693823
4,13944.622366795338
5,10832.15699188649
6,9309.29525089992
7,12357.59779073067
8,9202.616456584601
9,12607.926353900502
10,11322.135689404315
11,9559.920481985684
12,8808.021208578259
13,11958.218503963522
14,9651.214190453555
15,12854.174640286103
16,7933.363758994551
17,11445.883769921642
18,11626.518179069746
19,9325.558388879068
20,8179.122117211392
21,11128.624541223313
22,9005.80821252385
23,8170.776312627973
24,11968.005796894102
25,11761.316784228207
26,11918.744042100672
27,8484.840859626735
28,10931.466031065578
29,9258.512239439893
30,12701.740466118712
31,12487.0032743537
32,8643.828936057069
33,8332.567644135343
34,12740.731766095014
35,8307.398376164781
36,10649.62883223595
37,8688.794209003283
38,12085.369441097111
39,13271.779366697458
40,9429.742283932304
41,10053.956771109304
42,12336.397846867729
43,13496.223543069547
44,9280.285177158665
45,10535.741299045381
46,13364.170304126674
47,13391.195340376491
48,13640.37184235285
49,9770.958056335543
50,11833.376122125384
